report,report_type,generator_model,generator_key,prompt_type,generation_mode,judge_model,judge_reasoning_effort,faithfulness,factual_supported,factual_contradicted,factual_not_found,factual_total,numerical_accuracy,numerical_correct,numerical_incorrect,numerical_total,completeness,completeness_label,key_information_total,completeness_present,completeness_partially_present,completeness_missing,coherence,coherence_label,judge_input_tokens_total,judge_output_tokens_total_including_reasoning,judge_total_tokens,judge_latency_seconds_total,merged_file
report_annual_16.md,annual_report,GPT-5.6 Luna,openai,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,5,0,0,5,0.947368,18,1,19,4,Yes,7,7,0,0,4,Yes,51858,8452,60310,49.29,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_16_few_shot_openai_judge.json
report_annual_16.md,annual_report,Gemini 3.5 Flash-Lite,gemini,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,18,0,0,18,1.0,13,0,13,3,Generally yes,7,6,0,1,4,Yes,99052,6907,105959,42.42,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_16_few_shot_gemini_judge.json
report_annual_16.md,annual_report,Qwen3.6-35B-A3B,qwen36,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,19,0,0,19,1.0,11,0,11,3,Generally yes,7,6,0,1,4,Yes,98830,6539,105369,37.52,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_16_few_shot_qwen36_judge.json
report_annual_16.md,annual_report,GPT-5.6 Luna,openai,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,21,0,0,21,1.0,17,0,17,3,Generally yes,7,6,0,1,3,Generally yes,99103,7459,106562,41.55,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_16_chain_of_event_openai_judge.json
report_annual_16.md,annual_report,Gemini 3.5 Flash-Lite,gemini,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,16,0,0,16,1.0,10,0,10,3,Generally yes,7,6,0,1,3,Generally yes,99169,8440,107609,55.3,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_16_chain_of_event_gemini_judge.json
report_annual_16.md,annual_report,Qwen3.6-35B-A3B,qwen36,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,16,0,0,16,1.0,11,0,11,3,Generally yes,7,5,2,0,4,Yes,99003,7702,106705,50.0,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_16_chain_of_event_qwen36_judge.json
report_annual_17.md,annual_report,GPT-5.6 Luna,openai,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,20,0,0,20,1.0,17,0,17,4,Yes,7,7,0,0,3,Generally yes,135139,8347,143486,50.5,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_17_zero_shot_openai_judge.json
report_annual_17.md,annual_report,Gemini 3.5 Flash-Lite,gemini,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,15,0,0,15,1.0,11,0,11,4,Yes,7,6,0,1,4,Yes,134827,6623,141450,43.02,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_17_zero_shot_gemini_judge.json
report_annual_17.md,annual_report,Qwen3.6-35B-A3B,qwen36,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,18,0,0,18,1.0,14,0,14,4,Yes,7,6,0,1,4,Yes,69832,7028,76860,36.01,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_17_zero_shot_qwen36_judge.json
report_annual_17.md,annual_report,GPT-5.6 Luna,openai,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,20,0,0,20,1.0,14,0,14,4,Yes,7,7,0,0,4,Yes,69823,6923,76746,36.95,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_17_few_shot_openai_judge.json
report_annual_17.md,annual_report,Gemini 3.5 Flash-Lite,gemini,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,16,0,0,16,1.0,11,0,11,3,Generally yes,7,5,0,2,4,Yes,69514,4809,74323,26.96,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_17_few_shot_gemini_judge.json
report_annual_17.md,annual_report,Qwen3.6-35B-A3B,qwen36,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,13,0,0,13,1.0,13,0,13,4,Yes,7,6,0,1,4,Yes,134584,6548,141132,50.04,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_17_few_shot_qwen36_judge.json
report_annual_17.md,annual_report,GPT-5.6 Luna,openai,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,20,0,0,20,1.0,15,0,15,4,Yes,7,7,0,0,4,Yes,69973,9089,79062,55.79,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_17_chain_of_event_openai_judge.json
report_annual_17.md,annual_report,Gemini 3.5 Flash-Lite,gemini,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,9,0,0,9,1.0,17,0,17,3,Generally yes,7,5,0,2,4,Yes,135868,9581,145449,67.31,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_17_chain_of_event_gemini_judge.json
report_annual_17.md,annual_report,Qwen3.6-35B-A3B,qwen36,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,15,0,0,15,1.0,12,0,12,4,Yes,7,6,0,1,4,Yes,134534,6019,140553,71.55,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_17_chain_of_event_qwen36_judge.json
report_annual_18.md,annual_report,GPT-5.6 Luna,openai,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,20,0,0,20,1.0,16,0,16,3,Generally yes,9,7,0,2,3,Generally yes,24735,7539,32274,38.4,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_18_zero_shot_openai_judge.json
report_annual_18.md,annual_report,Gemini 3.5 Flash-Lite,gemini,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,3,0,0,3,1.0,17,0,17,3,Generally yes,9,6,0,3,4,Yes,24777,5261,30038,35.26,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_18_zero_shot_gemini_judge.json
report_annual_18.md,annual_report,Qwen3.6-35B-A3B,qwen36,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,16,0,0,16,1.0,15,0,15,4,Yes,9,8,0,1,4,Yes,24600,5827,30427,37.17,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_18_zero_shot_qwen36_judge.json
report_annual_18.md,annual_report,GPT-5.6 Luna,openai,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,23,0,0,23,1.0,16,0,16,3,Generally yes,9,8,0,1,3,Generally yes,45320,8122,53442,59.79,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_18_few_shot_openai_judge.json
report_annual_18.md,annual_report,Gemini 3.5 Flash-Lite,gemini,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,7,0,0,7,1.0,12,0,12,3,Generally yes,9,6,0,3,4,Yes,45113,5744,50857,39.84,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_18_few_shot_gemini_judge.json
report_annual_18.md,annual_report,Qwen3.6-35B-A3B,qwen36,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,17,0,0,17,1.0,14,0,14,3,Generally yes,9,7,0,2,3,Generally yes,24702,7386,32088,38.81,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_18_few_shot_qwen36_judge.json
report_annual_18.md,annual_report,GPT-5.6 Luna,openai,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,18,0,0,18,1.0,14,0,14,4,Yes,9,8,0,1,4,Yes,24810,6937,31747,37.9,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_18_chain_of_event_openai_judge.json
report_annual_18.md,annual_report,Gemini 3.5 Flash-Lite,gemini,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,16,0,0,16,1.0,15,0,15,3,Generally yes,9,5,2,2,4,Yes,24903,6640,31543,34.65,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_18_chain_of_event_gemini_judge.json
report_annual_18.md,annual_report,Qwen3.6-35B-A3B,qwen36,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,8,0,0,8,1.0,11,0,11,3,Generally yes,9,6,0,3,4,Yes,44961,5926,50887,34.58,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_18_chain_of_event_qwen36_judge.json
report_annual_19.md,annual_report,GPT-5.6 Luna,openai,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,13,0,0,13,1.0,9,0,9,3,Generally yes,9,6,0,3,4,Yes,21433,6097,27530,34.57,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_19_zero_shot_openai_judge.json
report_annual_19.md,annual_report,Gemini 3.5 Flash-Lite,gemini,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,10,0,0,10,1.0,9,0,9,2,Neutral/Mixed,9,5,0,4,4,Yes,21667,5456,27123,33.05,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_19_zero_shot_gemini_judge.json
report_annual_19.md,annual_report,Qwen3.6-35B-A3B,qwen36,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,9,0,0,9,0.9,9,1,10,3,Generally yes,9,7,0,2,4,Yes,21267,7268,28535,52.52,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_19_zero_shot_qwen36_judge.json
report_annual_19.md,annual_report,GPT-5.6 Luna,openai,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,11,0,0,11,1.0,12,0,12,3,Generally yes,9,7,0,2,4,Yes,21458,5987,27445,39.0,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_19_few_shot_openai_judge.json
report_annual_19.md,annual_report,Gemini 3.5 Flash-Lite,gemini,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,18,0,0,18,1.0,11,0,11,4,Yes,9,8,0,1,4,Yes,21443,7272,28715,36.72,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_19_few_shot_gemini_judge.json
report_annual_19.md,annual_report,Qwen3.6-35B-A3B,qwen36,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,11,0,0,11,1.0,7,0,7,3,Generally yes,9,6,0,3,4,Yes,21084,5785,26869,27.61,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_19_few_shot_qwen36_judge.json
report_annual_19.md,annual_report,GPT-5.6 Luna,openai,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,12,0,0,12,1.0,12,0,12,3,Generally yes,9,7,0,2,4,Yes,21431,6544,27975,38.96,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_19_chain_of_event_openai_judge.json
report_annual_19.md,annual_report,Gemini 3.5 Flash-Lite,gemini,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,9,0,0,9,1.0,9,0,9,3,Generally yes,9,6,0,3,4,Yes,21410,5994,27404,33.09,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_19_chain_of_event_gemini_judge.json
report_annual_19.md,annual_report,Qwen3.6-35B-A3B,qwen36,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,14,0,0,14,1.0,6,0,6,3,Generally yes,9,6,0,3,4,Yes,12611,5766,18377,28.47,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_19_chain_of_event_qwen36_judge.json
report_annual_20.md,annual_report,GPT-5.6 Luna,openai,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,19,0,0,19,1.0,17,0,17,3,Generally yes,9,6,0,3,4,Yes,110532,8246,118778,45.57,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_20_zero_shot_openai_judge.json
report_annual_20.md,annual_report,Gemini 3.5 Flash-Lite,gemini,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,20,0,0,20,1.0,21,0,21,3,Generally yes,9,6,0,3,4,Yes,216430,8002,224432,59.85,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_20_zero_shot_gemini_judge.json
report_annual_20.md,annual_report,Qwen3.6-35B-A3B,qwen36,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,16,0,0,16,1.0,16,0,16,4,Yes,9,8,0,1,4,Yes,110262,6639,116901,39.09,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_20_zero_shot_qwen36_judge.json
report_annual_20.md,annual_report,GPT-5.6 Luna,openai,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,0.941176,16,1,0,17,0.944444,17,1,18,3,Generally yes,9,5,0,4,4,Yes,216372,10138,226510,75.13,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_20_few_shot_openai_judge.json
report_annual_20.md,annual_report,Gemini 3.5 Flash-Lite,gemini,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,4,0,0,4,0.95,19,1,20,3,Generally yes,9,7,0,2,3,Generally yes,110604,6952,117556,42.97,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_20_few_shot_gemini_judge.json
report_annual_20.md,annual_report,Qwen3.6-35B-A3B,qwen36,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,17,0,0,17,1.0,20,0,20,3,Generally yes,9,5,0,4,4,Yes,110373,7430,117803,51.17,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_20_few_shot_qwen36_judge.json
report_annual_20.md,annual_report,GPT-5.6 Luna,openai,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,8,0,0,8,0.972222,35,1,36,3,Generally yes,9,6,0,3,4,Yes,110784,11534,122318,71.65,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_20_chain_of_event_openai_judge.json
report_annual_20.md,annual_report,Gemini 3.5 Flash-Lite,gemini,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,19,0,0,19,1.0,17,0,17,3,Generally yes,9,6,0,3,4,Yes,216355,7767,224122,49.17,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_20_chain_of_event_gemini_judge.json
report_annual_20.md,annual_report,Qwen3.6-35B-A3B,qwen36,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,19,0,0,19,1.0,14,0,14,3,Generally yes,9,6,0,3,4,Yes,110409,8647,119056,49.16,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_20_chain_of_event_qwen36_judge.json
report_annual_21.md,annual_report,GPT-5.6 Luna,openai,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,22,0,0,22,1.0,21,0,21,4,Yes,8,7,0,1,4,Yes,166078,10364,176442,68.1,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_21_zero_shot_openai_judge.json
report_annual_21.md,annual_report,Gemini 3.5 Flash-Lite,gemini,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,2,0,0,2,1.0,13,0,13,3,Generally yes,8,6,0,2,4,Yes,85019,4120,89139,30.73,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_21_zero_shot_gemini_judge.json
report_annual_21.md,annual_report,Qwen3.6-35B-A3B,qwen36,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,18,0,0,18,1.0,18,0,18,3,Generally yes,8,6,0,2,4,Yes,85094,5997,91091,34.5,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\annual_report\merged\report_annual_21_zero_shot_qwen36_judge.json
