report,report_type,generator_model,generator_key,prompt_type,generation_mode,judge_model,judge_reasoning_effort,faithfulness,factual_supported,factual_contradicted,factual_not_found,factual_total,numerical_accuracy,numerical_correct,numerical_incorrect,numerical_total,completeness,completeness_label,key_information_total,completeness_present,completeness_partially_present,completeness_missing,coherence,coherence_label,judge_input_tokens_total,judge_output_tokens_total_including_reasoning,judge_total_tokens,judge_latency_seconds_total,merged_file
report_quarterly_2.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,19,0,0,19,1.0,17,0,17,3,Generally yes,7,6,0,1,4,Yes,48159,11556,59715,58.15,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_2_zero_shot_gemini_judge.json
report_quarterly_2.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,24,0,0,24,1.0,19,0,19,4,Yes,7,7,0,0,3,Generally yes,47256,7346,54602,40.32,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_2_zero_shot_qwen36_judge.json
report_quarterly_2.md,quarterly_report,GPT-5.6 Luna,openai,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,20,0,0,20,1.0,20,0,20,3,Generally yes,7,6,0,1,3,Generally yes,25734,7299,33033,37.57,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_2_few_shot_openai_judge.json
report_quarterly_2.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,19,0,0,19,1.0,17,0,17,4,Yes,7,6,0,1,4,Yes,47143,6604,53747,31.52,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_2_few_shot_gemini_judge.json
report_quarterly_2.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,17,0,0,17,0.95,19,1,20,4,Yes,7,7,0,0,3,Generally yes,47007,8746,55753,46.87,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_2_few_shot_qwen36_judge.json
report_quarterly_2.md,quarterly_report,GPT-5.6 Luna,openai,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,4,0,0,4,1.0,18,0,18,3,Generally yes,7,6,0,1,4,Yes,47167,6137,53304,31.69,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_2_chain_of_event_openai_judge.json
report_quarterly_2.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,18,0,0,18,1.0,17,0,17,3,Generally yes,7,5,0,2,4,Yes,47428,6781,54209,35.46,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_2_chain_of_event_gemini_judge.json
report_quarterly_2.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,4,0,0,4,1.0,27,0,27,4,Yes,7,7,0,0,3,Generally yes,47051,6823,53874,36.24,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_2_chain_of_event_qwen36_judge.json
report_quarterly_3.md,quarterly_report,GPT-5.6 Luna,openai,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,3,0,0,3,1.0,7,0,7,3,Generally yes,8,6,0,2,4,Yes,14187,3918,18105,24.05,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_3_zero_shot_openai_judge.json
report_quarterly_3.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,19,0,0,19,1.0,9,0,9,3,Generally yes,8,6,0,2,4,Yes,14262,5942,20204,27.12,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_3_zero_shot_gemini_judge.json
report_quarterly_3.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,13,0,0,13,1.0,8,0,8,3,Generally yes,8,7,0,1,4,Yes,14292,4790,19082,25.96,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_3_zero_shot_qwen36_judge.json
report_quarterly_3.md,quarterly_report,GPT-5.6 Luna,openai,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,14,0,0,14,1.0,13,0,13,3,Generally yes,8,5,0,3,4,Yes,14442,6365,20807,37.39,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_3_few_shot_openai_judge.json
report_quarterly_3.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,8,0,0,8,1.0,6,0,6,3,Generally yes,8,6,0,2,4,Yes,14055,3660,17715,19.77,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_3_few_shot_gemini_judge.json
report_quarterly_3.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,17,0,0,17,1.0,8,0,8,3,Generally yes,8,6,0,2,4,Yes,14121,5426,19547,29.39,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_3_few_shot_qwen36_judge.json
report_quarterly_3.md,quarterly_report,GPT-5.6 Luna,openai,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,21,0,0,21,1.0,7,0,7,3,Generally yes,8,6,0,2,4,Yes,14298,6493,20791,33.98,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_3_chain_of_event_openai_judge.json
report_quarterly_3.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,8,0,0,8,1.0,7,0,7,3,Generally yes,8,6,0,2,4,Yes,14226,5093,19319,27.78,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_3_chain_of_event_gemini_judge.json
report_quarterly_3.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,18,0,0,18,1.0,7,0,7,4,Yes,8,8,0,0,4,Yes,14145,5628,19773,31.35,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_3_chain_of_event_qwen36_judge.json
report_quarterly_4.md,quarterly_report,GPT-5.6 Luna,openai,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,12,0,0,12,1.0,16,0,16,3,Generally yes,11,8,0,3,4,Yes,18087,5719,23806,26.4,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_4_zero_shot_openai_judge.json
report_quarterly_4.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,16,0,0,16,1.0,17,0,17,3,Generally yes,11,8,0,3,4,Yes,31606,7191,38797,37.65,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_4_zero_shot_gemini_judge.json
report_quarterly_4.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,13,0,0,13,1.0,17,0,17,4,Yes,11,10,0,1,4,Yes,31962,8846,40808,46.25,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_4_zero_shot_qwen36_judge.json
report_quarterly_4.md,quarterly_report,GPT-5.6 Luna,openai,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,12,0,0,12,1.0,21,0,21,3,Generally yes,11,9,0,2,4,Yes,31826,6593,38419,34.24,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_4_few_shot_openai_judge.json
report_quarterly_4.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,5,0,0,5,1.0,14,0,14,3,Generally yes,11,9,0,2,4,Yes,32146,7052,39198,33.61,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_4_few_shot_gemini_judge.json
report_quarterly_4.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,16,0,0,16,1.0,11,0,11,4,Yes,11,10,0,1,4,Yes,17826,5190,23016,27.99,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_4_few_shot_qwen36_judge.json
report_quarterly_4.md,quarterly_report,GPT-5.6 Luna,openai,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,16,0,0,16,1.0,18,0,18,4,Yes,11,9,0,2,4,Yes,31700,6805,38505,37.67,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_4_chain_of_event_openai_judge.json
report_quarterly_4.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,9,0,0,9,1.0,15,0,15,4,Yes,11,10,0,1,4,Yes,32250,8904,41154,52.94,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_4_chain_of_event_gemini_judge.json
report_quarterly_4.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,8,0,0,8,1.0,13,0,13,3,Generally yes,11,8,0,3,4,Yes,17862,5074,22936,27.21,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_4_chain_of_event_qwen36_judge.json
report_quarterly_5.md,quarterly_report,GPT-5.6 Luna,openai,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,7,0,0,7,1.0,25,0,25,3,Generally yes,10,8,0,2,4,Yes,40296,7899,48195,40.0,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_5_zero_shot_openai_judge.json
report_quarterly_5.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,17,0,0,17,1.0,13,0,13,2,Neutral/Mixed,10,3,1,6,4,Yes,22486,6617,29103,34.39,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_5_zero_shot_gemini_judge.json
report_quarterly_5.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,15,0,0,15,1.0,12,0,12,3,Generally yes,10,6,0,4,4,Yes,22018,6993,29011,35.16,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_5_zero_shot_qwen36_judge.json
report_quarterly_5.md,quarterly_report,GPT-5.6 Luna,openai,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,8,0,0,8,1.0,17,0,17,3,Generally yes,10,6,1,3,4,Yes,40799,10309,51108,52.14,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_5_few_shot_openai_judge.json
report_quarterly_5.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,7,0,0,7,1.0,10,0,10,3,Generally yes,10,5,1,4,4,Yes,22255,4375,26630,20.82,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_5_few_shot_gemini_judge.json
report_quarterly_5.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,17,0,0,17,1.0,8,0,8,2,Neutral/Mixed,10,4,0,6,4,Yes,39662,8159,47821,47.66,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_5_few_shot_qwen36_judge.json
report_quarterly_5.md,quarterly_report,GPT-5.6 Luna,openai,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,19,0,0,19,1.0,16,0,16,3,Generally yes,10,6,0,4,4,Yes,22342,7897,30239,39.5,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_5_chain_of_event_openai_judge.json
report_quarterly_5.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,18,0,0,18,1.0,15,0,15,1,Not generally,10,2,1,7,4,Yes,22510,6869,29379,29.66,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_5_chain_of_event_gemini_judge.json
report_quarterly_5.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,20,0,0,20,1.0,13,0,13,2,Neutral/Mixed,10,5,1,4,4,Yes,22114,6231,28345,35.63,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_5_chain_of_event_qwen36_judge.json
report_quarterly_6.md,quarterly_report,GPT-5.6 Luna,openai,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,10,0,0,10,0.96,24,1,25,3,Generally yes,7,6,0,1,4,Yes,54294,15540,69834,89.0,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_6_zero_shot_openai_judge.json
report_quarterly_6.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,17,0,0,17,1.0,14,0,14,3,Generally yes,7,5,1,1,4,Yes,29187,8059,37246,39.28,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_6_zero_shot_gemini_judge.json
report_quarterly_6.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,18,0,0,18,1.0,12,0,12,3,Generally yes,7,5,0,2,4,Yes,53051,6700,59751,49.91,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_6_zero_shot_qwen36_judge.json
report_quarterly_6.md,quarterly_report,GPT-5.6 Luna,openai,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,11,0,0,11,1.0,18,0,18,3,Generally yes,7,6,0,1,4,Yes,53629,7785,61414,44.51,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_6_few_shot_openai_judge.json
report_quarterly_6.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,18,0,0,18,1.0,13,0,13,2,Neutral/Mixed,7,4,0,3,4,Yes,28974,5809,34783,34.98,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_6_few_shot_gemini_judge.json
report_quarterly_6.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,17,0,0,17,1.0,12,0,12,4,Yes,7,5,2,0,4,Yes,53059,6902,59961,56.97,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_6_few_shot_qwen36_judge.json
report_quarterly_6.md,quarterly_report,GPT-5.6 Luna,openai,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,0.947368,18,1,0,19,1.0,28,0,28,3,Generally yes,7,6,0,1,4,Yes,53617,10976,64593,57.03,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_6_chain_of_event_openai_judge.json
report_quarterly_6.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,17,0,0,17,1.0,15,0,15,2,Neutral/Mixed,7,4,0,3,3,Generally yes,29247,7273,36520,38.28,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_6_chain_of_event_gemini_judge.json
report_quarterly_6.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,11,0,0,11,1.0,9,0,9,3,Generally yes,7,6,0,1,4,Yes,52851,5308,58159,31.31,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_6_chain_of_event_qwen36_judge.json
report_quarterly_7.md,quarterly_report,GPT-5.6 Luna,openai,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,18,0,0,18,1.0,17,0,17,3,Generally yes,10,8,0,2,4,Yes,18580,9452,28032,65.36,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_7_zero_shot_openai_judge.json
report_quarterly_7.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,18,0,0,18,1.0,17,0,17,3,Generally yes,10,7,0,3,4,Yes,32717,8246,40963,42.44,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_7_zero_shot_gemini_judge.json
report_quarterly_7.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,zero_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,19,0,0,19,1.0,17,0,17,4,Yes,10,10,0,0,4,Yes,18697,8020,26717,42.0,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_7_zero_shot_qwen36_judge.json
report_quarterly_7.md,quarterly_report,GPT-5.6 Luna,openai,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,22,0,0,22,1.0,29,0,29,3,Generally yes,10,9,0,1,4,Yes,18781,8733,27514,47.14,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_7_few_shot_openai_judge.json
report_quarterly_7.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,20,0,0,20,1.0,24,0,24,3,Generally yes,10,8,0,2,4,Yes,18655,7872,26527,40.61,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_7_few_shot_gemini_judge.json
report_quarterly_7.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,few_shot,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,19,0,0,19,1.0,24,0,24,3,Generally yes,10,9,0,1,4,Yes,18463,7998,26461,35.74,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_7_few_shot_qwen36_judge.json
report_quarterly_7.md,quarterly_report,GPT-5.6 Luna,openai,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,21,0,0,21,1.0,18,0,18,3,Generally yes,10,8,0,2,4,Yes,18694,8313,27007,36.92,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_7_chain_of_event_openai_judge.json
report_quarterly_7.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,chain_of_event,reasoning_high,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,16,0,0,16,1.0,16,0,16,3,Generally yes,10,8,0,2,4,Yes,18820,7431,26251,35.8,C:\Users\Ivan\Bakalaura_darbs\data\judge_results_reasoning_high\nova_2_lite\quarterly_report\merged\report_quarterly_7_chain_of_event_gemini_judge.json
