report,report_type,generator_model,generator_key,prompt_type,generation_mode,judge_model,judge_reasoning_effort,faithfulness,factual_supported,factual_contradicted,factual_not_found,factual_total,numerical_accuracy,numerical_correct,numerical_incorrect,numerical_total,completeness,completeness_label,key_information_total,completeness_present,completeness_partially_present,completeness_missing,coherence,coherence_label,judge_input_tokens_total,judge_output_tokens_total_including_reasoning,judge_total_tokens,judge_latency_seconds_total,merged_file
report_quarterly_15.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,10,0,0,10,1.0,19,0,19,4,Yes,6,6,0,0,4,Yes,44707,7445,52152,35.74,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_15_zero_shot_gemini_judge.json
report_quarterly_15.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,22,0,0,22,1.0,19,0,19,3,Generally yes,6,5,0,1,4,Yes,24437,6829,31266,34.41,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_15_zero_shot_qwen36_judge.json
report_quarterly_15.md,quarterly_report,GPT-5.6 Luna,openai,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,22,0,0,22,1.0,26,0,26,4,Yes,6,6,0,0,4,Yes,24452,8480,32932,44.72,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_15_few_shot_openai_judge.json
report_quarterly_15.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,22,0,0,22,1.0,19,0,19,4,Yes,6,6,0,0,4,Yes,24884,7300,32184,35.91,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_15_few_shot_gemini_judge.json
report_quarterly_15.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,18,0,0,18,1.0,16,0,16,3,Generally yes,6,5,0,1,4,Yes,44284,6351,50635,33.03,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_15_few_shot_qwen36_judge.json
report_quarterly_15.md,quarterly_report,GPT-5.6 Luna,openai,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,21,0,0,21,1.0,24,0,24,4,Yes,6,5,0,1,4,Yes,24401,7383,31784,37.51,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_15_chain_of_event_openai_judge.json
report_quarterly_15.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,0.95,19,1,0,20,0.947368,18,1,19,4,Yes,6,6,0,0,4,Yes,24839,7619,32458,40.36,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_15_chain_of_event_gemini_judge.json
report_quarterly_15.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,18,0,0,18,1.0,17,0,17,4,Yes,6,6,0,0,4,Yes,44441,7542,51983,55.16,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_15_chain_of_event_qwen36_judge.json
report_quarterly_16.md,quarterly_report,GPT-5.6 Luna,openai,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,20,0,0,20,1.0,17,0,17,3,Generally yes,8,7,0,1,4,Yes,33655,8439,42094,63.86,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_16_zero_shot_openai_judge.json
report_quarterly_16.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,20,0,0,20,1.0,16,0,16,3,Generally yes,8,6,1,1,4,Yes,19492,9595,29087,43.68,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_16_zero_shot_gemini_judge.json
report_quarterly_16.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,12,0,0,12,1.0,13,0,13,3,Generally yes,8,6,1,1,3,Generally yes,33553,6279,39832,46.47,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_16_zero_shot_qwen36_judge.json
report_quarterly_16.md,quarterly_report,GPT-5.6 Luna,openai,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,6,0,0,6,1.0,28,0,28,4,Yes,8,7,0,1,4,Yes,33719,8637,42356,51.35,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_16_few_shot_openai_judge.json
report_quarterly_16.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,20,0,0,20,1.0,23,0,23,3,Generally yes,8,6,0,2,4,Yes,34131,7264,41395,48.39,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_16_few_shot_gemini_judge.json
report_quarterly_16.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,20,0,0,20,1.0,10,0,10,4,Yes,8,8,0,0,4,Yes,33618,6669,40287,44.18,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_16_few_shot_qwen36_judge.json
report_quarterly_16.md,quarterly_report,GPT-5.6 Luna,openai,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,15,0,0,15,1.0,17,0,17,3,Generally yes,8,7,0,1,4,Yes,33801,6334,40135,40.53,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_16_chain_of_event_openai_judge.json
report_quarterly_16.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,20,0,0,20,1.0,18,0,18,3,Generally yes,8,5,1,2,3,Generally yes,34518,8532,43050,51.12,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_16_chain_of_event_gemini_judge.json
report_quarterly_16.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,14,0,0,14,1.0,9,0,9,3,Generally yes,8,6,0,2,3,Generally yes,18787,6213,25000,32.85,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_16_chain_of_event_qwen36_judge.json
report_quarterly_17.md,quarterly_report,GPT-5.6 Luna,openai,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,16,0,0,16,1.0,14,0,14,4,Yes,7,6,1,0,4,Yes,23944,6478,30422,35.94,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_17_zero_shot_openai_judge.json
report_quarterly_17.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,10,0,0,10,1.0,16,0,16,3,Generally yes,7,6,0,1,4,Yes,45361,9830,55191,55.71,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_17_zero_shot_gemini_judge.json
report_quarterly_17.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,20,0,0,20,1.0,15,0,15,4,Yes,7,6,1,0,4,Yes,43702,7539,51241,36.89,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_17_zero_shot_qwen36_judge.json
report_quarterly_17.md,quarterly_report,GPT-5.6 Luna,openai,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,22,0,0,22,1.0,15,0,15,4,Yes,7,7,0,0,4,Yes,24061,7826,31887,39.52,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_17_few_shot_openai_judge.json
report_quarterly_17.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,13,0,0,13,1.0,24,0,24,3,Generally yes,7,6,0,1,4,Yes,44231,7925,52156,44.37,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_17_few_shot_gemini_judge.json
report_quarterly_17.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,20,0,0,20,1.0,11,0,11,3,Generally yes,7,5,1,1,4,Yes,23977,6267,30244,34.39,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_17_few_shot_qwen36_judge.json
report_quarterly_17.md,quarterly_report,GPT-5.6 Luna,openai,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,19,0,0,19,1.0,15,0,15,4,Yes,7,6,1,0,4,Yes,43668,8498,52166,48.8,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_17_chain_of_event_openai_judge.json
report_quarterly_17.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,13,0,0,13,1.0,11,0,11,2,Neutral/Mixed,7,4,0,3,4,Yes,23671,5201,28872,31.35,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_17_chain_of_event_gemini_judge.json
report_quarterly_17.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,19,0,0,19,1.0,15,0,15,3,Generally yes,7,5,1,1,4,Yes,43678,7422,51100,43.16,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_17_chain_of_event_qwen36_judge.json
report_quarterly_18.md,quarterly_report,GPT-5.6 Luna,openai,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,3,0,0,3,1.0,16,0,16,3,Generally yes,9,6,0,3,4,Yes,7821,4917,12738,25.12,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_18_zero_shot_openai_judge.json
report_quarterly_18.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,15,0,0,15,1.0,13,0,13,4,Yes,9,8,0,1,4,Yes,7638,6118,13756,30.0,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_18_zero_shot_gemini_judge.json
report_quarterly_18.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,9,0,0,9,1.0,15,0,15,3,Generally yes,9,7,0,2,4,Yes,7830,11579,19409,53.34,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_18_zero_shot_qwen36_judge.json
report_quarterly_18.md,quarterly_report,GPT-5.6 Luna,openai,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,24,0,0,24,1.0,18,0,18,3,Generally yes,9,7,0,2,4,Yes,7959,7466,15425,42.17,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_18_few_shot_openai_judge.json
report_quarterly_18.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,17,0,0,17,1.0,13,0,13,4,Yes,9,8,0,1,4,Yes,7713,6554,14267,29.24,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_18_few_shot_gemini_judge.json
report_quarterly_18.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,14,0,0,14,1.0,15,0,15,3,Generally yes,9,8,0,1,4,Yes,7974,5252,13226,25.32,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_18_few_shot_qwen36_judge.json
report_quarterly_18.md,quarterly_report,GPT-5.6 Luna,openai,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,5,0,0,5,1.0,17,0,17,4,Yes,9,8,1,0,3,Generally yes,11394,5758,17152,28.13,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_18_chain_of_event_openai_judge.json
report_quarterly_18.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,7,0,0,7,1.0,11,0,11,3,Generally yes,9,7,0,2,4,Yes,7173,3834,11007,17.89,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_18_chain_of_event_gemini_judge.json
report_quarterly_18.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,21,0,0,21,1.0,18,0,18,3,Generally yes,9,6,0,3,4,Yes,7863,7365,15228,34.34,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_18_chain_of_event_qwen36_judge.json
report_quarterly_19.md,quarterly_report,GPT-5.6 Luna,openai,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,6,0,0,6,1.0,20,0,20,4,Yes,8,8,0,0,4,Yes,58280,7702,65982,42.51,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_19_zero_shot_openai_judge.json
report_quarterly_19.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,8,0,0,8,1.0,15,0,15,3,Generally yes,8,6,0,2,4,Yes,58569,5544,64113,32.16,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_19_zero_shot_gemini_judge.json
report_quarterly_19.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,23,0,0,23,1.0,17,0,17,4,Yes,8,7,1,0,4,Yes,59194,10382,69576,54.4,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_19_zero_shot_qwen36_judge.json
report_quarterly_19.md,quarterly_report,GPT-5.6 Luna,openai,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,7,0,0,7,1.0,18,0,18,4,Yes,8,8,0,0,4,Yes,59022,10774,69796,58.9,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_19_few_shot_openai_judge.json
report_quarterly_19.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,8,0,0,8,1.0,13,0,13,3,Generally yes,8,7,0,1,4,Yes,31476,4865,36341,25.2,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_19_few_shot_gemini_judge.json
report_quarterly_19.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,12,0,0,12,1.0,11,0,11,3,Generally yes,8,5,1,2,4,Yes,31308,5389,36697,26.35,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_19_few_shot_qwen36_judge.json
report_quarterly_19.md,quarterly_report,GPT-5.6 Luna,openai,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,6,0,0,6,1.0,19,0,19,4,Yes,8,7,0,1,4,Yes,58377,9878,68255,57.35,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_19_chain_of_event_openai_judge.json
report_quarterly_19.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,14,0,0,14,1.0,12,0,12,3,Generally yes,8,5,0,3,4,Yes,31392,6220,37612,30.59,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_19_chain_of_event_gemini_judge.json
report_quarterly_19.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,20,0,0,20,1.0,18,0,18,3,Generally yes,8,7,0,1,4,Yes,58190,7041,65231,37.03,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_19_chain_of_event_qwen36_judge.json
report_quarterly_20.md,quarterly_report,GPT-5.6 Luna,openai,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,22,0,0,22,1.0,16,0,16,3,Generally yes,8,6,0,2,3,Generally yes,15677,8620,24297,55.0,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_20_zero_shot_openai_judge.json
report_quarterly_20.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,18,0,0,18,1.0,15,0,15,3,Generally yes,8,5,0,3,3,Generally yes,15914,7253,23167,33.95,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_20_zero_shot_gemini_judge.json
report_quarterly_20.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,0.909091,20,2,0,22,1.0,17,0,17,3,Generally yes,8,5,0,3,3,Generally yes,15839,9305,25144,42.4,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_20_zero_shot_qwen36_judge.json
report_quarterly_20.md,quarterly_report,GPT-5.6 Luna,openai,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,13,0,0,13,1.0,14,0,14,3,Generally yes,8,5,0,3,3,Generally yes,27170,8215,35385,48.22,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_20_few_shot_openai_judge.json
report_quarterly_20.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,14,0,0,14,1.0,12,0,12,1,Not generally,8,3,0,5,4,Yes,15848,5888,21736,28.08,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_20_few_shot_gemini_judge.json
report_quarterly_20.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,17,0,0,17,1.0,10,0,10,2,Neutral/Mixed,8,3,1,4,4,Yes,15656,5965,21621,37.0,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_20_few_shot_qwen36_judge.json
report_quarterly_20.md,quarterly_report,GPT-5.6 Luna,openai,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,22,0,0,22,1.0,16,0,16,3,Generally yes,8,7,0,1,3,Generally yes,27125,9066,36191,40.8,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_20_chain_of_event_openai_judge.json
report_quarterly_20.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,13,0,0,13,1.0,12,0,12,3,Generally yes,8,5,0,3,3,Generally yes,15722,6660,22382,31.32,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_20_chain_of_event_gemini_judge.json
report_quarterly_20.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,20,0,0,20,1.0,15,0,15,3,Generally yes,8,5,0,3,3,Generally yes,15602,7649,23251,38.48,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_20_chain_of_event_qwen36_judge.json
report_quarterly_21.md,quarterly_report,GPT-5.6 Luna,openai,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,21,0,0,21,1.0,24,0,24,4,Yes,8,7,0,1,4,Yes,49425,8404,57829,50.07,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_21_zero_shot_openai_judge.json
report_quarterly_21.md,quarterly_report,Gemini 3.5 Flash-Lite,gemini,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,20,0,0,20,1.0,18,0,18,3,Generally yes,8,6,0,2,4,Yes,27410,8135,35545,35.32,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_21_zero_shot_gemini_judge.json
report_quarterly_21.md,quarterly_report,Qwen3.6-35B-A3B,qwen36,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,17,0,0,17,1.0,19,0,19,3,Generally yes,8,6,0,2,4,Yes,26768,6916,33684,36.07,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\quarterly_report\merged\report_quarterly_21_zero_shot_qwen36_judge.json
